attrition,age,travel,department,distance,gender,job_satisf,marital,num_comp,total_exp,yrs_in comp,yrs_in_curr_role,yrs_since_prom,yrs_with_curr_mgr
No,27,Travel_Frequently,Research & Development,10,Male,1,Divorced,1,9,9,7,1,7
No,50,Travel_Rarely,Sales,8,Male,2,Married,7,4,2,2,2,2
No,30,Travel_Rarely,Sales,27,Male,4,Divorced,7,10,8,7,7,7
Yes,42,Travel_Frequently,Research & Development,19,Male,3,Divorced,6,7,2,2,2,2
No,34,Travel_Rarely,Research & Development,8,Female,3,Single,3,10,5,1,4,3
No,56,Travel_Rarely,Research & Development,9,Male,4,Married,7,30,10,7,1,1
No,53,Travel_Rarely,Research & Development,6,Male,4,Single,2,19,2,2,2,2
No,35,Non-Travel,Research & Development,2,Female,1,Divorced,2,16,1,0,0,0
No,32,Travel_Frequently,Research & Development,24,Male,4,Married,1,10,10,8,4,7
Yes,33,Travel_Rarely,Research & Development,1,Male,4,Single,1,10,10,9,7,8
No,25,Travel_Rarely,Sales,26,Female,4,Single,1,6,6,5,1,4
Yes,47,Travel_Frequently,Sales,27,Female,3,Single,4,8,5,4,1,3
Yes,55,Travel_Rarely,Research & Development,2,Male,1,Married,5,24,5,2,1,4
No,26,Travel_Frequently,Research & Development,1,Female,4,Divorced,3,5,2,2,2,0
No,29,Travel_Rarely,Research & Development,27,Female,3,Married,4,11,8,7,1,1
No,38,Travel_Frequently,Research & Development,2,Female,1,Single,6,17,15,7,4,12
No,34,Travel_Rarely,Research & Development,2,Female,1,Single,1,6,6,5,1,3
No,30,Travel_Rarely,Research & Development,1,Male,3,Married,3,7,2,2,0,2
No,50,Travel_Rarely,Research & Development,2,Male,3,Married,5,30,4,3,0,3
Yes,29,Travel_Rarely,Research & Development,1,Female,1,Married,1,1,1,0,0,0
Yes,33,Travel_Rarely,Sales,16,Female,1,Single,5,6,3,2,0,2
No,40,Travel_Frequently,Research & Development,16,Male,3,Single,6,10,1,0,0,0
No,30,Travel_Rarely,Research & Development,2,Female,4,Single,5,12,0,0,0,0
No,45,Travel_Rarely,Research & Development,2,Female,3,Single,1,1,1,0,0,0
No,43,Travel_Rarely,Research & Development,14,Male,1,Married,6,22,4,1,1,0
No,27,Travel_Rarely,Research & Development,5,Male,4,Divorced,1,9,9,8,0,8
No,28,Travel_Rarely,Sales,2,Female,2,Married,1,8,8,7,7,5
No,51,Travel_Rarely,Sales,26,Female,3,Married,2,29,20,6,4,17
No,44,Travel_Rarely,Research & Development,4,Male,2,Single,9,10,5,2,2,3
No,25,Travel_Rarely,Research & Development,2,Male,1,Single,7,6,4,3,0,1
No,30,Travel_Frequently,Research & Development,5,Male,4,Divorced,9,10,5,4,0,3
No,52,Travel_Frequently,Research & Development,25,Female,4,Married,3,31,9,8,0,0
No,28,Travel_Rarely,Human Resources,8,Male,4,Divorced,1,6,5,1,0,4
No,44,Travel_Rarely,Research & Development,8,Male,4,Married,2,10,3,2,0,2
No,36,Travel_Rarely,Human Resources,8,Male,1,Married,0,6,5,4,0,3
No,25,Travel_Rarely,Sales,3,Male,1,Married,1,5,5,3,0,3
Yes,35,Travel_Frequently,Research & Development,25,Female,2,Divorced,1,10,10,2,7,8
No,32,Non-Travel,Research & Development,1,Male,4,Divorced,0,4,3,0,0,2
No,25,Travel_Rarely,Sales,4,Male,1,Married,1,5,5,2,0,3
No,24,Non-Travel,Research & Development,4,Male,4,Married,0,6,5,2,3,4
No,31,Travel_Rarely,Research & Development,11,Male,4,Married,3,8,6,4,0,2
Yes,29,Travel_Rarely,Sales,1,Female,3,Divorced,6,5,3,2,0,2
No,37,Travel_Frequently,Sales,21,Female,4,Married,5,10,5,4,0,0
No,43,Travel_Frequently,Research & Development,1,Female,4,Married,4,12,5,2,2,2
No,37,Non-Travel,Sales,19,Male,2,Single,1,10,10,0,0,9
No,43,Travel_Rarely,Research & Development,8,Female,2,Divorced,4,4,1,0,0,0
Yes,20,Travel_Rarely,Sales,2,Female,3,Single,1,2,2,2,0,2
No,47,Travel_Rarely,Sales,2,Female,4,Single,1,3,3,2,1,2
Yes,22,Travel_Rarely,Research & Development,3,Female,3,Married,0,4,3,2,0,2
No,34,Travel_Rarely,Research & Development,10,Male,2,Divorced,1,1,1,0,1,0
No,33,Travel_Rarely,Research & Development,1,Male,1,Single,3,6,3,2,0,2
No,48,Travel_Rarely,Research & Development,20,Male,3,Married,4,13,0,0,0,0
No,31,Non-Travel,Sales,20,Female,3,Married,1,9,9,8,0,0
No,36,Travel_Rarely,Research & Development,7,Male,4,Single,2,8,6,2,0,1
No,36,Travel_Rarely,Research & Development,2,Male,3,Single,4,16,11,8,3,9
Yes,36,Travel_Rarely,Sales,3,Male,4,Married,1,16,16,7,3,7
No,29,Travel_Frequently,Sales,20,Female,4,Married,1,3,3,1,0,2
No,52,Travel_Rarely,Research & Development,1,Male,4,Married,2,26,9,8,7,8
Yes,58,Travel_Rarely,Research & Development,2,Male,3,Single,4,7,1,0,0,0
No,30,Travel_Rarely,Sales,8,Male,3,Divorced,5,10,8,4,7,7
Yes,40,Non-Travel,Sales,24,Female,2,Single,4,22,1,0,0,0
Yes,31,Non-Travel,Research & Development,9,Male,1,Single,0,4,3,2,1,2
No,33,Non-Travel,Sales,17,Male,3,Single,1,10,10,8,6,0
Yes,29,Travel_Rarely,Research & Development,10,Female,1,Single,6,3,0,0,0,0
No,50,Travel_Rarely,Research & Development,1,Male,4,Divorced,9,32,5,4,1,3
No,27,Travel_Rarely,Research & Development,16,Female,2,Married,9,4,2,2,2,2
No,47,Travel_Rarely,Sales,4,Female,4,Single,1,9,9,0,0,7
No,50,Travel_Rarely,Research & Development,24,Male,3,Married,3,22,12,11,1,5
No,46,Travel_Rarely,Research & Development,7,Male,3,Divorced,6,13,8,7,0,7
Yes,35,Travel_Rarely,Research & Development,14,Male,2,Divorced,1,5,4,2,0,2
No,18,Non-Travel,Research & Development,5,Male,4,Single,1,0,0,0,0,0
No,35,Travel_Rarely,Research & Development,25,Female,3,Divorced,1,16,16,10,10,1
No,30,Travel_Rarely,Research & Development,8,Female,1,Married,0,9,8,7,1,7
Yes,20,Travel_Rarely,Research & Development,11,Female,1,Single,1,1,1,0,0,0
Yes,30,Travel_Frequently,Research & Development,5,Female,2,Single,0,4,3,2,1,2
No,41,Travel_Rarely,Research & Development,7,Female,3,Single,6,8,2,2,2,1
No,35,Travel_Rarely,Research & Development,10,Male,4,Divorced,1,3,3,2,1,2
No,59,Travel_Rarely,Research & Development,2,Female,4,Single,3,30,5,3,4,3
No,41,Non-Travel,Research & Development,7,Female,3,Divorced,1,21,21,16,5,10
No,50,Non-Travel,Sales,1,Female,3,Married,0,19,18,7,0,13
Yes,36,Travel_Rarely,Research & Development,16,Female,1,Single,1,18,17,13,15,14
No,39,Travel_Frequently,Research & Development,22,Female,1,Single,1,21,21,6,2,8
No,45,Travel_Rarely,Sales,11,Female,4,Married,3,26,9,3,1,1
No,45,Travel_Rarely,Human Resources,24,Male,2,Single,1,6,6,3,0,4
No,53,Travel_Frequently,Sales,2,Female,2,Married,2,30,15,7,6,12
Yes,26,Travel_Frequently,Research & Development,2,Male,1,Married,6,6,3,2,1,2
No,37,Travel_Rarely,Research & Development,3,Female,2,Single,3,8,4,3,0,1
No,54,Travel_Rarely,Sales,2,Female,3,Married,6,13,9,4,7,0
No,56,Travel_Frequently,Research & Development,9,Female,3,Married,2,18,5,4,0,3
No,55,Non-Travel,Research & Development,2,Male,1,Single,7,31,9,7,6,2
Yes,21,Travel_Rarely,Research & Development,10,Female,1,Single,1,1,1,0,1,0
No,26,Travel_Rarely,Research & Development,1,Male,1,Married,1,6,5,3,1,3
No,41,Travel_Rarely,Research & Development,7,Female,3,Married,1,10,10,6,0,8
No,33,Travel_Rarely,Research & Development,5,Male,4,Divorced,4,9,3,2,1,2
No,28,Travel_Rarely,Research & Development,15,Male,3,Divorced,1,4,4,2,2,2
Yes,25,Travel_Rarely,Research & Development,4,Male,4,Married,1,7,7,7,5,6
Yes,33,Travel_Rarely,Research & Development,25,Male,2,Single,4,5,2,2,2,2
No,42,Travel_Rarely,Research & Development,2,Male,1,Married,0,23,22,6,13,7
Yes,50,Travel_Frequently,Sales,1,Male,3,Single,3,5,0,0,0,0
No,34,Non-Travel,Research & Development,3,Male,4,Married,3,6,0,0,0,0
No,45,Non-Travel,Sales,9,Female,3,Married,1,15,15,10,4,12
No,43,Travel_Frequently,Research & Development,27,Female,1,Married,8,18,8,7,0,1
No,40,Travel_Rarely,Research & Development,14,Male,3,Single,1,21,20,7,4,9
No,21,Travel_Rarely,Research & Development,1,Female,2,Single,1,2,2,2,2,2
No,31,Travel_Frequently,Sales,20,Male,4,Married,0,3,2,2,2,2
No,35,Travel_Frequently,Sales,11,Male,4,Divorced,1,5,5,2,0,2
No,49,Travel_Rarely,Sales,8,Male,2,Married,6,22,9,8,2,3
No,29,Travel_Rarely,Research & Development,8,Male,4,Married,1,10,10,7,1,2
Yes,18,Non-Travel,Research & Development,8,Male,3,Single,1,0,0,0,0,0
Yes,33,Travel_Rarely,Sales,9,Female,1,Single,0,6,5,2,0,3
No,41,Travel_Rarely,Research & Development,12,Male,4,Married,3,6,1,0,0,0
Yes,29,Travel_Rarely,Sales,23,Female,1,Married,1,11,11,8,3,10
No,24,Travel_Rarely,Research & Development,24,Male,2,Single,8,6,4,3,1,2
No,26,Travel_Rarely,Research & Development,3,Male,4,Married,1,8,8,7,0,7
No,34,Travel_Frequently,Research & Development,1,Male,1,Single,0,14,13,9,4,9
No,35,Travel_Frequently,Research & Development,4,Male,4,Married,1,2,2,2,2,2
No,53,Travel_Rarely,Research & Development,7,Female,3,Divorced,3,26,7,7,4,7
No,29,Travel_Rarely,Research & Development,15,Female,4,Married,0,6,5,4,1,3
Yes,41,Non-Travel,Research & Development,5,Male,1,Divorced,6,5,1,0,0,0
No,30,Travel_Rarely,Sales,29,Male,1,Divorced,8,8,4,3,0,3
No,40,Travel_Frequently,Sales,2,Male,2,Married,5,5,0,0,0,0
Yes,24,Travel_Rarely,Research & Development,17,Female,2,Married,1,1,1,0,0,0
No,30,Travel_Rarely,Research & Development,7,Male,3,Divorced,1,10,10,7,8,9
No,46,Travel_Rarely,Research & Development,2,Male,4,Divorced,2,12,6,3,1,4
No,40,Travel_Rarely,Sales,10,Female,2,Divorced,7,7,5,1,1,3
No,25,Travel_Rarely,Sales,10,Male,4,Single,0,5,4,3,1,1
No,30,Travel_Rarely,Research & Development,1,Male,2,Married,0,12,11,9,5,7
No,54,Travel_Frequently,Research & Development,1,Female,3,Divorced,7,33,5,4,1,4
No,44,Travel_Rarely,Research & Development,2,Female,4,Married,1,10,10,5,7,7
Yes,19,Non-Travel,Research & Development,10,Female,2,Single,1,1,1,1,0,0
No,31,Travel_Rarely,Research & Development,11,Male,1,Married,1,6,6,5,0,1
Yes,25,Travel_Frequently,Sales,24,Male,4,Single,1,1,1,0,1,0
No,59,Travel_Rarely,Research & Development,18,Male,4,Single,6,25,9,7,5,4
No,34,Travel_Frequently,Research & Development,19,Female,2,Divorced,4,15,11,8,5,10
No,28,Travel_Frequently,Research & Development,1,Male,3,Single,0,5,4,2,0,2
No,44,Travel_Rarely,Research & Development,4,Male,1,Divorced,1,26,25,9,14,13
No,34,Travel_Frequently,Human Resources,11,Male,2,Married,4,14,10,9,1,8
No,35,Travel_Rarely,Research & Development,6,Male,3,Married,0,4,3,2,2,2
No,42,Travel_Rarely,Research & Development,7,Female,2,Married,6,18,1,0,0,0
No,36,Travel_Rarely,Research & Development,2,Female,2,Single,9,18,16,14,5,12
Yes,44,Travel_Rarely,Research & Development,15,Female,4,Married,1,10,10,7,0,5
No,30,Non-Travel,Research & Development,9,Female,3,Single,7,10,8,4,1,7
No,46,Travel_Rarely,Human Resources,1,Female,1,Single,6,10,7,6,5,7
No,28,Non-Travel,Research & Development,1,Female,4,Married,0,10,9,8,7,5
Yes,40,Travel_Rarely,Sales,25,Male,2,Single,2,9,5,4,1,0
No,30,Travel_Rarely,Research & Development,17,Female,1,Married,1,9,9,1,0,8
No,39,Travel_Rarely,Research & Development,18,Male,3,Single,0,9,8,7,1,7
No,31,Non-Travel,Sales,2,Female,3,Divorced,1,10,10,8,9,6
Yes,44,Travel_Rarely,Research & Development,3,Male,1,Married,4,10,3,2,1,2
No,42,Non-Travel,Research & Development,2,Male,3,Married,0,21,20,8,2,10
No,56,Travel_Rarely,Human Resources,8,Male,2,Single,6,36,7,3,7,7
No,41,Travel_Frequently,Sales,1,Female,1,Divorced,0,10,9,3,1,7
No,34,Travel_Rarely,Sales,15,Female,1,Single,1,10,10,8,9,6
No,25,Travel_Rarely,Research & Development,19,Male,4,Married,3,7,3,2,1,2
No,35,Travel_Rarely,Research & Development,1,Female,4,Married,0,10,9,7,0,0
Yes,55,Travel_Rarely,Sales,13,Male,3,Single,6,24,19,7,3,8
No,34,Non-Travel,Research & Development,26,Female,3,Divorced,1,5,5,4,0,0
No,28,Travel_Rarely,Sales,26,Male,1,Married,1,5,5,3,0,4
No,43,Travel_Rarely,Research & Development,6,Female,3,Single,1,20,20,7,1,8
Yes,27,Travel_Rarely,Research & Development,17,Female,3,Single,1,8,8,2,7,7
No,42,Travel_Rarely,Human Resources,10,Female,1,Married,0,21,20,7,0,9
No,52,Travel_Rarely,Research & Development,8,Female,1,Married,9,12,5,4,0,4
No,35,Travel_Frequently,Research & Development,18,Male,4,Single,2,10,2,2,2,2
Yes,49,Travel_Frequently,Research & Development,28,Male,1,Single,3,20,4,3,1,3
No,58,Travel_Rarely,Research & Development,1,Female,1,Married,3,32,9,8,1,5
No,55,Travel_Rarely,Research & Development,1,Male,4,Divorced,2,31,7,7,0,0
No,37,Non-Travel,Research & Development,5,Male,3,Single,0,7,6,5,1,3
No,56,Travel_Rarely,Research & Development,1,Female,1,Married,2,5,3,2,1,0
No,47,Travel_Rarely,Research & Development,2,Female,3,Married,3,26,20,17,5,6
Yes,46,Travel_Rarely,Sales,9,Male,4,Divorced,4,28,7,7,4,3
Yes,39,Non-Travel,Research & Development,2,Female,1,Single,2,11,1,0,0,0
Yes,31,Travel_Frequently,Research & Development,2,Male,4,Married,6,7,2,2,2,2
No,48,Travel_Rarely,Sales,7,Male,1,Divorced,4,15,2,2,2,2
No,28,Travel_Rarely,Sales,5,Male,1,Single,0,6,5,4,1,3
No,30,Travel_Rarely,Sales,16,Male,3,Married,8,4,2,1,2,2
No,44,Travel_Frequently,Sales,1,Female,3,Married,7,11,1,0,0,0
No,57,Travel_Rarely,Research & Development,1,Male,3,Married,0,13,12,9,2,8
Yes,29,Travel_Frequently,Sales,13,Female,2,Single,5,7,5,3,0,0
No,35,Travel_Rarely,Sales,7,Male,3,Married,1,1,1,0,0,0
Yes,24,Travel_Frequently,Research & Development,9,Male,1,Single,2,4,0,0,0,0
No,55,Travel_Rarely,Research & Development,4,Male,3,Married,0,4,3,2,1,2
No,33,Travel_Rarely,Research & Development,4,Female,2,Married,8,8,5,4,0,2
No,47,Travel_Rarely,Sales,14,Female,3,Married,3,11,5,4,1,2
No,28,Travel_Rarely,Research & Development,1,Male,3,Divorced,1,1,1,0,0,0
No,28,Travel_Rarely,Research & Development,29,Male,2,Married,1,8,8,6,1,7
No,39,Travel_Rarely,Research & Development,6,Female,2,Single,4,9,2,0,2,2
No,46,Travel_Rarely,Sales,3,Female,2,Married,8,23,13,12,5,1
No,23,Travel_Rarely,Research & Development,20,Male,3,Single,0,5,4,3,1,2
Yes,31,Travel_Frequently,Research & Development,3,Female,3,Single,1,7,7,2,7,7
No,50,Travel_Frequently,Research & Development,22,Male,4,Single,1,32,32,6,13,9
No,42,Travel_Rarely,Research & Development,2,Male,2,Married,4,4,1,0,0,0
No,45,Travel_Rarely,Research & Development,28,Male,4,Married,4,8,5,4,0,3
No,24,Travel_Rarely,Research & Development,21,Male,1,Divorced,0,2,1,1,0,0
No,32,Travel_Rarely,Research & Development,5,Female,2,Married,3,12,7,1,2,5
No,36,Travel_Rarely,Sales,2,Male,4,Single,3,7,3,2,1,2
Yes,30,Travel_Rarely,Sales,1,Male,1,Married,1,10,10,8,6,7
No,38,Travel_Frequently,Human Resources,10,Male,3,Married,3,10,6,3,1,2
No,34,Travel_Rarely,Research & Development,7,Male,4,Single,1,1,1,0,0,0
No,36,Travel_Rarely,Sales,1,Female,3,Single,6,15,1,0,0,0
No,23,Travel_Rarely,Research & Development,10,Male,3,Married,2,4,2,2,2,2
No,42,Travel_Rarely,Research & Development,9,Male,4,Single,8,24,1,0,0,1
No,35,Travel_Rarely,Research & Development,28,Male,3,Married,1,10,10,9,6,8
No,35,Travel_Rarely,Research & Development,7,Male,4,Married,1,1,1,0,0,1
No,46,Travel_Rarely,Sales,1,Male,1,Single,1,27,26,0,0,12
Yes,28,Travel_Rarely,Research & Development,24,Male,2,Married,1,1,1,1,0,0
No,44,Travel_Rarely,Research & Development,7,Female,4,Divorced,0,23,22,7,1,10
No,30,Travel_Rarely,Research & Development,7,Male,2,Married,1,6,6,4,1,1
No,36,Travel_Rarely,Research & Development,12,Female,3,Married,9,7,3,2,1,1
No,49,Travel_Rarely,Research & Development,25,Female,1,Married,1,10,9,6,1,4
No,21,Travel_Rarely,Research & Development,5,Male,4,Single,1,3,2,2,2,2
No,39,Travel_Rarely,Research & Development,3,Male,3,Divorced,0,11,10,8,0,7
No,37,Travel_Rarely,Research & Development,19,Male,3,Married,3,9,4,3,0,2
No,37,Travel_Rarely,Research & Development,10,Female,2,Married,1,8,8,4,7,7
No,40,Travel_Rarely,Research & Development,16,Female,4,Single,6,18,4,2,3,3
No,48,Travel_Frequently,Research & Development,4,Male,4,Married,2,23,2,2,2,2
No,24,Travel_Frequently,Research & Development,2,Female,4,Single,1,6,6,3,1,3
Yes,40,Travel_Rarely,Research & Development,7,Male,1,Single,3,10,4,2,0,3
No,39,Travel_Rarely,Research & Development,12,Male,2,Married,4,7,5,4,1,0
No,54,Travel_Rarely,Research & Development,22,Female,3,Married,3,36,10,8,4,7
Yes,35,Travel_Frequently,Sales,12,Male,4,Single,3,13,11,9,6,7
No,33,Travel_Rarely,Sales,2,Male,4,Divorced,1,6,6,2,0,4
No,53,Travel_Rarely,Research & Development,24,Male,4,Married,3,11,4,3,1,2
No,34,Travel_Rarely,Research & Development,5,Male,4,Married,1,15,15,10,4,13
No,33,Travel_Rarely,Research & Development,21,Male,2,Married,1,14,14,11,2,13
No,37,Travel_Frequently,Sales,1,Male,4,Divorced,1,6,6,3,1,3
No,35,Travel_Frequently,Research & Development,2,Male,4,Single,0,6,5,4,1,4
No,29,Travel_Rarely,Research & Development,9,Female,3,Married,9,9,5,3,1,2
No,45,Non-Travel,Research & Development,1,Male,3,Married,3,25,23,15,14,4
Yes,47,Travel_Frequently,Sales,9,Male,3,Married,7,25,23,5,14,10
No,26,Travel_Rarely,Research & Development,17,Male,3,Married,1,3,3,2,0,2
No,32,Travel_Frequently,Research & Development,10,Male,3,Married,6,10,5,2,1,3
No,31,Travel_Rarely,Research & Development,2,Male,3,Married,1,6,5,2,0,3
Yes,36,Travel_Rarely,Sales,13,Male,1,Divorced,5,16,2,2,2,2
Yes,32,Travel_Rarely,Sales,1,Male,2,Single,6,10,0,0,0,0
No,30,Travel_Frequently,Research & Development,2,Female,1,Single,0,10,9,7,0,7
No,24,Travel_Frequently,Human Resources,10,Male,4,Married,0,3,2,2,2,1
No,27,Travel_Rarely,Research & Development,8,Female,4,Single,1,6,6,2,1,4
No,29,Travel_Frequently,Research & Development,1,Male,3,Single,8,10,3,2,0,2
No,33,Non-Travel,Sales,2,Female,2,Single,8,13,11,7,1,7
No,30,Travel_Rarely,Research & Development,16,Male,3,Married,3,10,7,0,1,7
No,32,Non-Travel,Research & Development,5,Male,2,Single,2,12,7,7,0,7
No,42,Travel_Rarely,Research & Development,12,Male,2,Divorced,8,7,5,3,0,4
No,31,Travel_Rarely,Sales,29,Female,4,Married,1,13,12,7,5,7
No,51,Travel_Rarely,Research & Development,3,Female,3,Married,2,15,2,2,2,2
No,46,Travel_Rarely,Research & Development,2,Male,4,Divorced,7,24,2,1,2,2
No,28,Travel_Rarely,Research & Development,1,Male,4,Married,1,5,5,3,0,3
No,46,Non-Travel,Sales,26,Male,2,Single,8,6,2,2,2,2
No,40,Travel_Rarely,Research & Development,2,Female,1,Married,4,7,4,3,0,2
No,38,Non-Travel,Human Resources,2,Male,2,Divorced,5,13,11,10,3,8
Yes,37,Travel_Rarely,Research & Development,10,Male,1,Single,1,10,10,3,0,8
No,30,Travel_Rarely,Research & Development,10,Female,3,Single,9,9,7,7,0,2
Yes,26,Travel_Rarely,Human Resources,20,Female,2,Married,0,6,5,1,1,4
Yes,46,Travel_Rarely,Research & Development,21,Female,2,Married,4,13,9,7,3,7
No,35,Travel_Rarely,Research & Development,23,Male,3,Married,0,6,5,4,0,3
No,54,Travel_Rarely,Research & Development,7,Female,4,Married,4,14,7,1,1,7
No,38,Travel_Rarely,Sales,2,Female,4,Married,2,20,4,2,0,3
No,26,Travel_Rarely,Sales,10,Male,4,Single,1,5,5,3,1,2
Yes,31,Travel_Rarely,Human Resources,18,Male,1,Married,0,2,1,0,0,0
Yes,29,Travel_Rarely,Human Resources,13,Male,1,Divorced,4,4,2,2,2,0
No,45,Non-Travel,Sales,2,Female,3,Married,4,10,8,7,5,7
No,43,Travel_Frequently,Sales,2,Male,4,Married,1,7,7,7,7,7
No,29,Travel_Rarely,Human Resources,6,Male,2,Married,1,1,1,0,0,0
No,48,Travel_Rarely,Research & Development,10,Male,2,Married,4,29,22,10,12,9
Yes,29,Travel_Frequently,Research & Development,24,Male,4,Single,1,1,1,0,1,0
Yes,46,Travel_Rarely,Sales,10,Female,2,Married,5,14,8,7,0,7
Yes,30,Travel_Rarely,Sales,9,Male,4,Single,1,1,1,0,0,0
Yes,22,Travel_Rarely,Research & Development,7,Male,2,Single,1,1,1,0,0,0
No,29,Travel_Rarely,Research & Development,7,Male,1,Single,3,11,3,2,1,2
No,36,Travel_Frequently,Human Resources,2,Male,4,Single,1,10,10,1,0,8
No,44,Travel_Rarely,Research & Development,1,Male,1,Married,2,10,2,0,2,2
Yes,29,Travel_Frequently,Sales,24,Male,1,Single,1,1,1,0,0,0
No,34,Travel_Frequently,Research & Development,22,Male,4,Married,1,16,15,10,6,11
No,39,Travel_Rarely,Research & Development,9,Male,1,Married,1,10,10,0,7,9
Yes,32,Travel_Frequently,Research & Development,5,Female,3,Single,3,8,4,1,0,3
Yes,27,Travel_Frequently,Human Resources,22,Female,2,Married,1,1,1,0,0,0
No,36,Non-Travel,Research & Development,9,Male,2,Married,1,5,5,4,0,2
No,26,Travel_Rarely,Research & Development,1,Male,1,Single,0,8,7,7,7,6
No,29,Travel_Rarely,Research & Development,1,Male,1,Married,0,6,5,3,0,2
No,31,Travel_Frequently,Research & Development,1,Male,1,Married,1,10,10,8,8,7
No,32,Travel_Rarely,Research & Development,5,Male,4,Single,8,8,1,0,0,0
Yes,31,Travel_Frequently,Sales,26,Male,4,Married,1,10,10,7,0,8
No,54,Travel_Rarely,Research & Development,9,Female,3,Married,3,9,4,3,2,3
No,43,Travel_Rarely,Research & Development,11,Male,3,Married,1,10,10,9,0,9
No,55,Travel_Rarely,Human Resources,26,Male,2,Married,4,35,10,9,1,4
No,39,Travel_Rarely,Sales,15,Male,1,Single,0,21,20,8,11,10
No,23,Travel_Rarely,Research & Development,12,Male,4,Single,1,5,5,2,1,4
No,40,Travel_Rarely,Sales,2,Female,2,Married,3,15,11,8,5,10
No,33,Non-Travel,Research & Development,1,Male,3,Divorced,1,1,1,1,0,0
No,38,Travel_Rarely,Sales,1,Male,2,Married,0,16,15,13,5,8
No,35,Travel_Rarely,Research & Development,11,Male,3,Married,7,5,2,2,2,2
No,35,Travel_Rarely,Research & Development,9,Male,3,Single,1,10,10,7,0,8
No,38,Travel_Rarely,Research & Development,10,Female,3,Married,3,20,18,16,1,11
No,36,Travel_Rarely,Sales,3,Female,4,Married,0,10,9,7,3,4
No,36,Non-Travel,Sales,15,Male,4,Divorced,1,15,15,12,11,11
Yes,50,Travel_Frequently,Sales,1,Male,3,Divorced,7,12,6,3,0,1
Yes,50,Travel_Rarely,Sales,28,Male,1,Divorced,4,20,3,2,2,0
No,36,Travel_Frequently,Research & Development,23,Male,4,Married,4,17,5,2,0,3
No,39,Travel_Rarely,Research & Development,6,Male,1,Married,4,9,7,7,1,7
No,34,Travel_Rarely,Research & Development,8,Male,3,Married,2,6,4,3,1,2
No,59,Travel_Rarely,Research & Development,3,Female,1,Married,4,12,1,0,0,0
No,36,Travel_Rarely,Research & Development,27,Male,3,Married,6,17,7,7,7,7
No,32,Travel_Rarely,Research & Development,5,Male,2,Divorced,0,7,6,2,0,5
No,24,Non-Travel,Research & Development,11,Female,3,Divorced,0,5,4,2,1,3
Yes,36,Travel_Rarely,Sales,9,Male,1,Single,7,10,5,3,0,3
No,34,Travel_Rarely,Research & Development,7,Female,2,Single,0,13,12,6,2,11
Yes,32,Travel_Frequently,Research & Development,16,Female,1,Single,1,10,10,2,6,7
No,33,Travel_Frequently,Sales,1,Female,1,Married,2,10,5,3,1,3
No,27,Travel_Rarely,Research & Development,2,Female,1,Divorced,1,1,1,0,0,0
No,30,Travel_Frequently,Research & Development,1,Female,4,Single,1,12,12,8,3,7
Yes,48,Travel_Rarely,Research & Development,1,Male,3,Single,9,23,1,0,0,0
No,35,Non-Travel,Research & Development,11,Male,1,Married,2,10,4,0,2,3
No,32,Travel_Rarely,Research & Development,1,Male,4,Married,1,9,9,8,7,8
No,50,Travel_Rarely,Research & Development,7,Female,3,Divorced,5,29,27,3,13,8
No,59,Travel_Rarely,Sales,25,Female,1,Single,7,28,21,16,7,9
No,55,Travel_Rarely,Research & Development,8,Female,3,Divorced,2,21,5,0,0,2
No,32,Travel_Rarely,Research & Development,1,Male,2,Married,1,10,10,4,0,9
No,31,Travel_Rarely,Research & Development,8,Female,4,Single,1,11,11,7,1,8
No,46,Travel_Rarely,Human Resources,5,Male,2,Divorced,8,16,4,2,0,2
No,30,Travel_Rarely,Research & Development,1,Male,4,Married,1,10,10,8,3,0
No,35,Travel_Rarely,Research & Development,1,Male,3,Single,1,6,6,4,0,4
No,38,Non-Travel,Research & Development,6,Female,4,Divorced,7,17,13,11,1,9
No,56,Travel_Rarely,Research & Development,7,Male,4,Single,4,37,6,4,0,2
No,23,Travel_Rarely,Sales,2,Male,1,Divorced,3,3,0,0,0,0
No,40,Travel_Frequently,Research & Development,1,Male,2,Married,1,22,22,3,11,11
No,51,Travel_Rarely,Sales,21,Male,4,Single,0,11,10,7,1,0
No,46,Travel_Frequently,Research & Development,1,Male,1,Married,2,21,10,9,9,5
No,58,Travel_Rarely,Sales,10,Male,3,Single,0,38,37,10,1,8
No,44,Non-Travel,Research & Development,23,Male,2,Married,4,17,3,2,1,2
Yes,37,Travel_Rarely,Human Resources,6,Male,1,Divorced,4,7,3,2,0,2
No,34,Travel_Rarely,Research & Development,6,Female,3,Single,1,16,16,13,2,10
No,51,Travel_Frequently,Research & Development,1,Female,1,Single,3,23,13,12,12,8
No,54,Non-Travel,Human Resources,26,Female,4,Single,2,23,5,3,4,4
No,34,Travel_Rarely,Research & Development,6,Female,2,Divorced,6,12,1,0,0,0
No,34,Travel_Rarely,Research & Development,5,Female,1,Single,2,14,11,10,5,8
No,36,Travel_Frequently,Sales,11,Female,4,Married,0,10,9,7,2,8
No,36,Travel_Rarely,Research & Development,3,Female,4,Divorced,5,7,1,0,0,0
Yes,19,Travel_Rarely,Sales,22,Male,3,Single,1,0,0,0,0,0
No,49,Travel_Rarely,Research & Development,20,Female,1,Married,1,16,15,11,5,11
Yes,31,Travel_Rarely,Sales,20,Female,3,Married,3,4,2,2,2,2
